Entity,Code,Date,Daily confirmed cases (cases)
Senegal,SEN,"Mar 5, 2020",2
Senegal,SEN,"Mar 6, 2020",1
Senegal,SEN,"Mar 13, 2020",2
Senegal,SEN,"Mar 14, 2020",13
Senegal,SEN,"Mar 15, 2020",2
Senegal,SEN,"Mar 16, 2020",5
Senegal,SEN,"Mar 17, 2020",1
Senegal,SEN,"Mar 18, 2020",4
Senegal,SEN,"Mar 19, 2020",5
Senegal,SEN,"Mar 21, 2020",11
Senegal,SEN,"Mar 22, 2020",9
Senegal,SEN,"Mar 23, 2020",11
Senegal,SEN,"Mar 24, 2020",12
Senegal,SEN,"Mar 25, 2020",7
Senegal,SEN,"Mar 26, 2020",13
Senegal,SEN,"Mar 27, 2020",6
Senegal,SEN,"Mar 28, 2020",14
Senegal,SEN,"Mar 29, 2020",11
Senegal,SEN,"Mar 30, 2020",12
Senegal,SEN,"Mar 31, 2020",20
Senegal,SEN,"Apr 1, 2020",13
Senegal,SEN,"Apr 2, 2020",15
Senegal,SEN,"Apr 3, 2020",5
Senegal,SEN,"Apr 4, 2020",12
Senegal,SEN,"Apr 5, 2020",12
Senegal,SEN,"Apr 6, 2020",3
Senegal,SEN,"Apr 7, 2020",4
Senegal,SEN,"Apr 8, 2020",11
Senegal,SEN,"Apr 9, 2020",7
Senegal,SEN,"Apr 10, 2020",6
Senegal,SEN,"Apr 11, 2020",15
Senegal,SEN,"Apr 12, 2020",13
Senegal,SEN,"Apr 13, 2020",2
Senegal,SEN,"Apr 14, 2020",11
Senegal,SEN,"Apr 15, 2020",8
Senegal,SEN,"Apr 16, 2020",15
Senegal,SEN,"Apr 17, 2020",21
Senegal,SEN,"Apr 18, 2020",7
Senegal,SEN,"Apr 19, 2020",8
Senegal,SEN,"Apr 20, 2020",17
Senegal,SEN,"Apr 21, 2020",10
Senegal,SEN,"Apr 22, 2020",35
Senegal,SEN,"Apr 23, 2020",30
Senegal,SEN,"Apr 24, 2020",37
Senegal,SEN,"Apr 25, 2020",66
Senegal,SEN,"Apr 26, 2020",69
Senegal,SEN,"Apr 27, 2020",57
Senegal,SEN,"Apr 28, 2020",64
Serbia,SRB,"Mar 7, 2020",1
Serbia,SRB,"Mar 11, 2020",4
Serbia,SRB,"Mar 12, 2020",13
Serbia,SRB,"Mar 13, 2020",6
Serbia,SRB,"Mar 14, 2020",17
Serbia,SRB,"Mar 15, 2020",5
Serbia,SRB,"Mar 16, 2020",9
Serbia,SRB,"Mar 17, 2020",2
Serbia,SRB,"Mar 18, 2020",15
Serbia,SRB,"Mar 19, 2020",22
Serbia,SRB,"Mar 20, 2020",32
Serbia,SRB,"Mar 21, 2020",9
Serbia,SRB,"Mar 22, 2020",14
Serbia,SRB,"Mar 23, 2020",39
Serbia,SRB,"Mar 24, 2020",34
Serbia,SRB,"Mar 25, 2020",27
Serbia,SRB,"Mar 26, 2020",54
Serbia,SRB,"Mar 27, 2020",81
Serbia,SRB,"Mar 28, 2020",73
Serbia,SRB,"Mar 29, 2020",202
Serbia,SRB,"Mar 30, 2020",82
Serbia,SRB,"Apr 1, 2020",159
Serbia,SRB,"Apr 2, 2020",160
Serbia,SRB,"Apr 3, 2020",111
Serbia,SRB,"Apr 4, 2020",305
Serbia,SRB,"Apr 5, 2020",148
Serbia,SRB,"Apr 6, 2020",284
Serbia,SRB,"Apr 7, 2020",292
Serbia,SRB,"Apr 8, 2020",247
Serbia,SRB,"Apr 9, 2020",219
Serbia,SRB,"Apr 10, 2020",201
Serbia,SRB,"Apr 11, 2020",238
Serbia,SRB,"Apr 12, 2020",275
Serbia,SRB,"Apr 13, 2020",250
Serbia,SRB,"Apr 14, 2020",424
Serbia,SRB,"Apr 15, 2020",411
Serbia,SRB,"Apr 16, 2020",408
Serbia,SRB,"Apr 17, 2020",445
Serbia,SRB,"Apr 18, 2020",372
Serbia,SRB,"Apr 19, 2020",304
Serbia,SRB,"Apr 20, 2020",324
Serbia,SRB,"Apr 21, 2020",312
Serbia,SRB,"Apr 22, 2020",260
Serbia,SRB,"Apr 23, 2020",224
Serbia,SRB,"Apr 24, 2020",162
Serbia,SRB,"Apr 25, 2020",207
Serbia,SRB,"Apr 26, 2020",296
Serbia,SRB,"Apr 27, 2020",263
Serbia,SRB,"Apr 28, 2020",233
Seychelles,SYC,"Mar 15, 2020",2
Seychelles,SYC,"Mar 16, 2020",1
Seychelles,SYC,"Mar 17, 2020",1
Seychelles,SYC,"Mar 19, 2020",2
Seychelles,SYC,"Mar 21, 2020",1
Seychelles,SYC,"Mar 30, 2020",1
Seychelles,SYC,"Mar 31, 2020",2
Seychelles,SYC,"Apr 15, 2020",1
Sierra Leone,SLE,"Apr 1, 2020",1
Sierra Leone,SLE,"Apr 3, 2020",1
Sierra Leone,SLE,"Apr 5, 2020",2
Sierra Leone,SLE,"Apr 6, 2020",2
Sierra Leone,SLE,"Apr 9, 2020",1
Sierra Leone,SLE,"Apr 11, 2020",1
Sierra Leone,SLE,"Apr 12, 2020",2
Sierra Leone,SLE,"Apr 14, 2020",1
Sierra Leone,SLE,"Apr 16, 2020",2
Sierra Leone,SLE,"Apr 17, 2020",2
Sierra Leone,SLE,"Apr 18, 2020",11
Sierra Leone,SLE,"Apr 19, 2020",4
Sierra Leone,SLE,"Apr 20, 2020",5
Sierra Leone,SLE,"Apr 21, 2020",8
Sierra Leone,SLE,"Apr 22, 2020",7
Sierra Leone,SLE,"Apr 23, 2020",11
Sierra Leone,SLE,"Apr 24, 2020",3
Sierra Leone,SLE,"Apr 25, 2020",18
Sierra Leone,SLE,"Apr 27, 2020",11
Sierra Leone,SLE,"Apr 28, 2020",6
Singapore,SGP,"Jan 24, 2020",3
Singapore,SGP,"Jan 26, 2020",1
Singapore,SGP,"Jan 28, 2020",1
Singapore,SGP,"Jan 29, 2020",2
Singapore,SGP,"Jan 30, 2020",3
Singapore,SGP,"Jan 31, 2020",3
Singapore,SGP,"Feb 1, 2020",3
Singapore,SGP,"Feb 2, 2020",2
Singapore,SGP,"Feb 5, 2020",6
Singapore,SGP,"Feb 6, 2020",4
Singapore,SGP,"Feb 7, 2020",2
Singapore,SGP,"Feb 8, 2020",3
Singapore,SGP,"Feb 9, 2020",7
Singapore,SGP,"Feb 10, 2020",3
Singapore,SGP,"Feb 11, 2020",2
Singapore,SGP,"Feb 12, 2020",2
Singapore,SGP,"Feb 13, 2020",3
Singapore,SGP,"Feb 14, 2020",8
Singapore,SGP,"Feb 15, 2020",9
Singapore,SGP,"Feb 16, 2020",5
Singapore,SGP,"Feb 17, 2020",3
Singapore,SGP,"Feb 18, 2020",2
Singapore,SGP,"Feb 19, 2020",4
Singapore,SGP,"Feb 20, 2020",3
Singapore,SGP,"Feb 21, 2020",1
Singapore,SGP,"Feb 22, 2020",1
Singapore,SGP,"Feb 23, 2020",3
Singapore,SGP,"Feb 25, 2020",1
Singapore,SGP,"Feb 26, 2020",1
Singapore,SGP,"Feb 27, 2020",2
Singapore,SGP,"Feb 28, 2020",3
Singapore,SGP,"Feb 29, 2020",2
Singapore,SGP,"Mar 1, 2020",4
Singapore,SGP,"Mar 2, 2020",4
Singapore,SGP,"Mar 3, 2020",2
Singapore,SGP,"Mar 4, 2020",2
Singapore,SGP,"Mar 5, 2020",2
Singapore,SGP,"Mar 6, 2020",5
Singapore,SGP,"Mar 7, 2020",13
Singapore,SGP,"Mar 8, 2020",8
Singapore,SGP,"Mar 9, 2020",12
Singapore,SGP,"Mar 10, 2020",10
Singapore,SGP,"Mar 11, 2020",6
Singapore,SGP,"Mar 12, 2020",12
Singapore,SGP,"Mar 13, 2020",9
Singapore,SGP,"Mar 14, 2020",13
Singapore,SGP,"Mar 15, 2020",14
Singapore,SGP,"Mar 16, 2020",12
Singapore,SGP,"Mar 17, 2020",17
Singapore,SGP,"Mar 18, 2020",23
Singapore,SGP,"Mar 19, 2020",47
Singapore,SGP,"Mar 20, 2020",32
Singapore,SGP,"Mar 21, 2020",40
Singapore,SGP,"Mar 22, 2020",47
Singapore,SGP,"Mar 23, 2020",23
Singapore,SGP,"Mar 24, 2020",54
Singapore,SGP,"Mar 25, 2020",49
Singapore,SGP,"Mar 26, 2020",10
Singapore,SGP,"Mar 27, 2020",26
Singapore,SGP,"Mar 28, 2020",138
Singapore,SGP,"Mar 29, 2020",71
Singapore,SGP,"Mar 30, 2020",41
Singapore,SGP,"Apr 1, 2020",35
Singapore,SGP,"Apr 2, 2020",121
Singapore,SGP,"Apr 3, 2020",49
Singapore,SGP,"Apr 4, 2020",65
Singapore,SGP,"Apr 5, 2020",75
Singapore,SGP,"Apr 6, 2020",120
Singapore,SGP,"Apr 7, 2020",66
Singapore,SGP,"Apr 8, 2020",106
Singapore,SGP,"Apr 9, 2020",142
Singapore,SGP,"Apr 10, 2020",286
Singapore,SGP,"Apr 12, 2020",390
Singapore,SGP,"Apr 13, 2020",233
Singapore,SGP,"Apr 14, 2020",386
Singapore,SGP,"Apr 15, 2020",334
Singapore,SGP,"Apr 16, 2020",447
Singapore,SGP,"Apr 17, 2020",728
Singapore,SGP,"Apr 18, 2020",623
Singapore,SGP,"Apr 19, 2020",942
Singapore,SGP,"Apr 20, 2020",596
Singapore,SGP,"Apr 21, 2020",1426
Singapore,SGP,"Apr 22, 2020",1111
Singapore,SGP,"Apr 23, 2020",1016
Singapore,SGP,"Apr 24, 2020",1037
Singapore,SGP,"Apr 26, 2020",1515
Singapore,SGP,"Apr 27, 2020",931
Singapore,SGP,"Apr 28, 2020",799
Sint Maarten (Dutch part),SXM,"Mar 3, 2020",1
Sint Maarten (Dutch part),SXM,"Mar 26, 2020",1
Sint Maarten (Dutch part),SXM,"Mar 28, 2020",1
Sint Maarten (Dutch part),SXM,"Apr 1, 2020",3
Sint Maarten (Dutch part),SXM,"Apr 2, 2020",10
Sint Maarten (Dutch part),SXM,"Apr 3, 2020",7
Sint Maarten (Dutch part),SXM,"Apr 6, 2020",2
Sint Maarten (Dutch part),SXM,"Apr 8, 2020",15
Sint Maarten (Dutch part),SXM,"Apr 10, 2020",10
Sint Maarten (Dutch part),SXM,"Apr 14, 2020",2
Sint Maarten (Dutch part),SXM,"Apr 16, 2020",5
Sint Maarten (Dutch part),SXM,"Apr 19, 2020",7
Sint Maarten (Dutch part),SXM,"Apr 20, 2020",3
Sint Maarten (Dutch part),SXM,"Apr 21, 2020",1
Sint Maarten (Dutch part),SXM,"Apr 23, 2020",5
Sint Maarten (Dutch part),SXM,"Apr 27, 2020",1
Sint Maarten (Dutch part),SXM,"Apr 28, 2020",1
Slovakia,SVK,"Mar 7, 2020",1
Slovakia,SVK,"Mar 8, 2020",2
Slovakia,SVK,"Mar 9, 2020",2
Slovakia,SVK,"Mar 11, 2020",2
Slovakia,SVK,"Mar 12, 2020",3
Slovakia,SVK,"Mar 13, 2020",11
Slovakia,SVK,"Mar 14, 2020",9
Slovakia,SVK,"Mar 15, 2020",14
Slovakia,SVK,"Mar 16, 2020",17
Slovakia,SVK,"Mar 17, 2020",23
Slovakia,SVK,"Mar 18, 2020",13
Slovakia,SVK,"Mar 19, 2020",10
Slovakia,SVK,"Mar 20, 2020",16
Slovakia,SVK,"Mar 21, 2020",14
Slovakia,SVK,"Mar 22, 2020",41
Slovakia,SVK,"Mar 23, 2020",7
Slovakia,SVK,"Mar 24, 2020",6
Slovakia,SVK,"Mar 25, 2020",13
Slovakia,SVK,"Mar 26, 2020",12
Slovakia,SVK,"Mar 27, 2020",10
Slovakia,SVK,"Mar 28, 2020",69
Slovakia,SVK,"Mar 30, 2020",41
Slovakia,SVK,"Apr 1, 2020",27
Slovakia,SVK,"Apr 2, 2020",37
Slovakia,SVK,"Apr 3, 2020",26
Slovakia,SVK,"Apr 4, 2020",24
Slovakia,SVK,"Apr 5, 2020",21
Slovakia,SVK,"Apr 6, 2020",14
Slovakia,SVK,"Apr 7, 2020",49
Slovakia,SVK,"Apr 8, 2020",47
Slovakia,SVK,"Apr 9, 2020",101
Slovakia,SVK,"Apr 10, 2020",19
Slovakia,SVK,"Apr 11, 2020",14
Slovakia,SVK,"Apr 12, 2020",13
Slovakia,SVK,"Apr 13, 2020",14
Slovakia,SVK,"Apr 14, 2020",27
Slovakia,SVK,"Apr 15, 2020",66
Slovakia,SVK,"Apr 16, 2020",28
Slovakia,SVK,"Apr 17, 2020",114
Slovakia,SVK,"Apr 18, 2020",72
Slovakia,SVK,"Apr 19, 2020",40
Slovakia,SVK,"Apr 20, 2020",72
Slovakia,SVK,"Apr 21, 2020",12
Slovakia,SVK,"Apr 22, 2020",26
Slovakia,SVK,"Apr 23, 2020",45
Slovakia,SVK,"Apr 24, 2020",81
Slovakia,SVK,"Apr 25, 2020",35
Slovakia,SVK,"Apr 26, 2020",13
Slovakia,SVK,"Apr 27, 2020",6
Slovakia,SVK,"Apr 28, 2020",2
Slovenia,SVN,"Mar 5, 2020",1
Slovenia,SVN,"Mar 6, 2020",5
Slovenia,SVN,"Mar 7, 2020",3
Slovenia,SVN,"Mar 8, 2020",3
Slovenia,SVN,"Mar 9, 2020",4
Slovenia,SVN,"Mar 11, 2020",15
Slovenia,SVN,"Mar 12, 2020",26
Slovenia,SVN,"Mar 13, 2020",39
Slovenia,SVN,"Mar 14, 2020",45
Slovenia,SVN,"Mar 15, 2020",40
Slovenia,SVN,"Mar 16, 2020",38
Slovenia,SVN,"Mar 17, 2020",34
Slovenia,SVN,"Mar 18, 2020",22
Slovenia,SVN,"Mar 19, 2020",11
Slovenia,SVN,"Mar 20, 2020",33
Slovenia,SVN,"Mar 21, 2020",22
Slovenia,SVN,"Mar 22, 2020",42
Slovenia,SVN,"Mar 23, 2020",31
Slovenia,SVN,"Mar 24, 2020",28
Slovenia,SVN,"Mar 25, 2020",38
Slovenia,SVN,"Mar 26, 2020",48
Slovenia,SVN,"Mar 27, 2020",49
Slovenia,SVN,"Mar 28, 2020",55
Slovenia,SVN,"Mar 29, 2020",59
Slovenia,SVN,"Mar 30, 2020",39
Slovenia,SVN,"Mar 31, 2020",33
Slovenia,SVN,"Apr 1, 2020",51
Slovenia,SVN,"Apr 2, 2020",27
Slovenia,SVN,"Apr 3, 2020",56
Slovenia,SVN,"Apr 4, 2020",37
Slovenia,SVN,"Apr 5, 2020",43
Slovenia,SVN,"Apr 6, 2020",20
Slovenia,SVN,"Apr 7, 2020",24
Slovenia,SVN,"Apr 8, 2020",34
Slovenia,SVN,"Apr 9, 2020",36
Slovenia,SVN,"Apr 10, 2020",33
Slovenia,SVN,"Apr 11, 2020",36
Slovenia,SVN,"Apr 12, 2020",28
Slovenia,SVN,"Apr 13, 2020",17
Slovenia,SVN,"Apr 14, 2020",7
Slovenia,SVN,"Apr 15, 2020",8
Slovenia,SVN,"Apr 16, 2020",28
Slovenia,SVN,"Apr 17, 2020",20
Slovenia,SVN,"Apr 18, 2020",36
Slovenia,SVN,"Apr 19, 2020",13
Slovenia,SVN,"Apr 20, 2020",13
Slovenia,SVN,"Apr 21, 2020",5
Slovenia,SVN,"Apr 22, 2020",5
Slovenia,SVN,"Apr 23, 2020",13
Slovenia,SVN,"Apr 24, 2020",13
Slovenia,SVN,"Apr 25, 2020",7
Slovenia,SVN,"Apr 26, 2020",15
Slovenia,SVN,"Apr 27, 2020",19
Somalia,SOM,"Mar 17, 2020",1
Somalia,SOM,"Mar 27, 2020",1
Somalia,SOM,"Mar 28, 2020",1
Somalia,SOM,"Apr 2, 2020",2
Somalia,SOM,"Apr 5, 2020",2
Somalia,SOM,"Apr 8, 2020",1
Somalia,SOM,"Apr 10, 2020",4
Somalia,SOM,"Apr 11, 2020",9
Somalia,SOM,"Apr 13, 2020",4
Somalia,SOM,"Apr 15, 2020",35
Somalia,SOM,"Apr 16, 2020",20
Somalia,SOM,"Apr 18, 2020",36
Somalia,SOM,"Apr 19, 2020",19
Somalia,SOM,"Apr 20, 2020",29
Somalia,SOM,"Apr 21, 2020",73
Somalia,SOM,"Apr 22, 2020",49
Somalia,SOM,"Apr 24, 2020",42
Somalia,SOM,"Apr 26, 2020",62
Somalia,SOM,"Apr 27, 2020",46
Somalia,SOM,"Apr 28, 2020",44
South Africa,ZAF,"Mar 6, 2020",1
South Africa,ZAF,"Mar 8, 2020",1
South Africa,ZAF,"Mar 9, 2020",1
South Africa,ZAF,"Mar 10, 2020",4
South Africa,ZAF,"Mar 12, 2020",6
South Africa,ZAF,"Mar 13, 2020",4
South Africa,ZAF,"Mar 14, 2020",7
South Africa,ZAF,"Mar 16, 2020",27
South Africa,ZAF,"Mar 17, 2020",11
South Africa,ZAF,"Mar 18, 2020",23
South Africa,ZAF,"Mar 19, 2020",31
South Africa,ZAF,"Mar 20, 2020",34
South Africa,ZAF,"Mar 21, 2020",55
South Africa,ZAF,"Mar 22, 2020",35
South Africa,ZAF,"Mar 23, 2020",34
South Africa,ZAF,"Mar 24, 2020",128
South Africa,ZAF,"Mar 25, 2020",155
South Africa,ZAF,"Mar 26, 2020",152
South Africa,ZAF,"Mar 27, 2020",218
South Africa,ZAF,"Mar 28, 2020",243
South Africa,ZAF,"Mar 29, 2020",17
South Africa,ZAF,"Mar 30, 2020",93
South Africa,ZAF,"Mar 31, 2020",46
South Africa,ZAF,"Apr 1, 2020",27
South Africa,ZAF,"Apr 2, 2020",27
South Africa,ZAF,"Apr 3, 2020",82
South Africa,ZAF,"Apr 4, 2020",43
South Africa,ZAF,"Apr 5, 2020",80
South Africa,ZAF,"Apr 6, 2020",70
South Africa,ZAF,"Apr 7, 2020",31
South Africa,ZAF,"Apr 8, 2020",63
South Africa,ZAF,"Apr 9, 2020",96
South Africa,ZAF,"Apr 10, 2020",89
South Africa,ZAF,"Apr 11, 2020",69
South Africa,ZAF,"Apr 12, 2020",25
South Africa,ZAF,"Apr 13, 2020",145
South Africa,ZAF,"Apr 14, 2020",99
South Africa,ZAF,"Apr 15, 2020",143
South Africa,ZAF,"Apr 16, 2020",91
South Africa,ZAF,"Apr 17, 2020",99
South Africa,ZAF,"Apr 18, 2020",178
South Africa,ZAF,"Apr 19, 2020",251
South Africa,ZAF,"Apr 20, 2020",124
South Africa,ZAF,"Apr 21, 2020",142
South Africa,ZAF,"Apr 22, 2020",165
South Africa,ZAF,"Apr 23, 2020",170
South Africa,ZAF,"Apr 24, 2020",318
South Africa,ZAF,"Apr 25, 2020",267
South Africa,ZAF,"Apr 26, 2020",141
South Africa,ZAF,"Apr 27, 2020",185
South Africa,ZAF,"Apr 28, 2020",247
South America,,"Feb 26, 2020",1
South America,,"Mar 1, 2020",2
South America,,"Mar 2, 2020",5
South America,,"Mar 3, 2020",1
South America,,"Mar 4, 2020",2
South America,,"Mar 5, 2020",6
South America,,"Mar 6, 2020",10
South America,,"Mar 7, 2020",14
South America,,"Mar 8, 2020",2
South America,,"Mar 9, 2020",27
South America,,"Mar 10, 2020",8
South America,,"Mar 11, 2020",28
South America,,"Mar 12, 2020",38
South America,,"Mar 13, 2020",55
South America,,"Mar 14, 2020",71
South America,,"Mar 15, 2020",97
South America,,"Mar 16, 2020",163
South America,,"Mar 17, 2020",213
South America,,"Mar 18, 2020",232
South America,,"Mar 19, 2020",344
South America,,"Mar 20, 2020",494
South America,,"Mar 21, 2020",719
South America,,"Mar 22, 2020",641
South America,,"Mar 23, 2020",911
South America,,"Mar 24, 2020",848
South America,,"Mar 25, 2020",816
South America,,"Mar 26, 2020",984
South America,,"Mar 27, 2020",1023
South America,,"Mar 28, 2020",1263
South America,,"Mar 29, 2020",1188
South America,,"Mar 30, 2020",1043
South America,,"Mar 31, 2020",1106
South America,,"Apr 1, 2020",2010
South America,,"Apr 2, 2020",2486
South America,,"Apr 3, 2020",2075
South America,,"Apr 4, 2020",2146
South America,,"Apr 5, 2020",2265
South America,,"Apr 6, 2020",2122
South America,,"Apr 7, 2020",1847
South America,,"Apr 8, 2020",2927
South America,,"Apr 9, 2020",4914
South America,,"Apr 10, 2020",4073
South America,,"Apr 11, 2020",5510
South America,,"Apr 12, 2020",2997
South America,,"Apr 13, 2020",2802
South America,,"Apr 14, 2020",1834
South America,,"Apr 15, 2020",5436
South America,,"Apr 16, 2020",5045
South America,,"Apr 17, 2020",4320
South America,,"Apr 18, 2020",5320
South America,,"Apr 19, 2020",5286
South America,,"Apr 20, 2020",4430
South America,,"Apr 21, 2020",4022
South America,,"Apr 22, 2020",4944
South America,,"Apr 23, 2020",5430
South America,,"Apr 24, 2020",6659
South America,,"Apr 25, 2020",5187
South America,,"Apr 26, 2020",10458
South America,,"Apr 27, 2020",17907
South America,,"Apr 28, 2020",7323
South Korea,KOR,"Jan 20, 2020",1
South Korea,KOR,"Jan 24, 2020",1
South Korea,KOR,"Jan 26, 2020",1
South Korea,KOR,"Jan 27, 2020",1
South Korea,KOR,"Jan 31, 2020",3
South Korea,KOR,"Feb 1, 2020",5
South Korea,KOR,"Feb 2, 2020",3
South Korea,KOR,"Feb 4, 2020",1
South Korea,KOR,"Feb 5, 2020",2
South Korea,KOR,"Feb 6, 2020",5
South Korea,KOR,"Feb 7, 2020",1
South Korea,KOR,"Feb 9, 2020",1
South Korea,KOR,"Feb 10, 2020",2
South Korea,KOR,"Feb 11, 2020",1
South Korea,KOR,"Feb 16, 2020",1
South Korea,KOR,"Feb 17, 2020",1
South Korea,KOR,"Feb 18, 2020",1
South Korea,KOR,"Feb 19, 2020",15
South Korea,KOR,"Feb 20, 2020",34
South Korea,KOR,"Feb 21, 2020",75
South Korea,KOR,"Feb 22, 2020",190
South Korea,KOR,"Feb 23, 2020",256
South Korea,KOR,"Feb 24, 2020",161
South Korea,KOR,"Feb 25, 2020",130
South Korea,KOR,"Feb 26, 2020",254
South Korea,KOR,"Feb 27, 2020",449
South Korea,KOR,"Feb 28, 2020",427
South Korea,KOR,"Feb 29, 2020",909
South Korea,KOR,"Mar 1, 2020",595
South Korea,KOR,"Mar 2, 2020",686
South Korea,KOR,"Mar 3, 2020",600
South Korea,KOR,"Mar 4, 2020",516
South Korea,KOR,"Mar 5, 2020",438
South Korea,KOR,"Mar 6, 2020",518
South Korea,KOR,"Mar 7, 2020",483
South Korea,KOR,"Mar 8, 2020",367
South Korea,KOR,"Mar 9, 2020",248
South Korea,KOR,"Mar 10, 2020",131
South Korea,KOR,"Mar 11, 2020",242
South Korea,KOR,"Mar 12, 2020",114
South Korea,KOR,"Mar 13, 2020",110
South Korea,KOR,"Mar 14, 2020",107
South Korea,KOR,"Mar 15, 2020",76
South Korea,KOR,"Mar 16, 2020",74
South Korea,KOR,"Mar 17, 2020",84
South Korea,KOR,"Mar 18, 2020",93
South Korea,KOR,"Mar 19, 2020",152
South Korea,KOR,"Mar 20, 2020",87
South Korea,KOR,"Mar 21, 2020",147
South Korea,KOR,"Mar 22, 2020",98
South Korea,KOR,"Mar 23, 2020",64
South Korea,KOR,"Mar 24, 2020",76
South Korea,KOR,"Mar 25, 2020",100
South Korea,KOR,"Mar 26, 2020",104
South Korea,KOR,"Mar 27, 2020",91
South Korea,KOR,"Mar 28, 2020",146
South Korea,KOR,"Mar 29, 2020",105
South Korea,KOR,"Mar 30, 2020",78
South Korea,KOR,"Mar 31, 2020",125
South Korea,KOR,"Apr 2, 2020",190
South Korea,KOR,"Apr 3, 2020",86
South Korea,KOR,"Apr 4, 2020",94
South Korea,KOR,"Apr 5, 2020",81
South Korea,KOR,"Apr 6, 2020",47
South Korea,KOR,"Apr 7, 2020",47
South Korea,KOR,"Apr 8, 2020",53
South Korea,KOR,"Apr 9, 2020",39
South Korea,KOR,"Apr 10, 2020",27
South Korea,KOR,"Apr 12, 2020",62
South Korea,KOR,"Apr 13, 2020",25
South Korea,KOR,"Apr 14, 2020",27
South Korea,KOR,"Apr 15, 2020",27
South Korea,KOR,"Apr 16, 2020",22
South Korea,KOR,"Apr 17, 2020",22
South Korea,KOR,"Apr 18, 2020",18
South Korea,KOR,"Apr 19, 2020",8
South Korea,KOR,"Apr 20, 2020",13
South Korea,KOR,"Apr 21, 2020",9
South Korea,KOR,"Apr 22, 2020",11
South Korea,KOR,"Apr 23, 2020",8
South Korea,KOR,"Apr 24, 2020",6
South Korea,KOR,"Apr 25, 2020",10
South Korea,KOR,"Apr 26, 2020",10
South Korea,KOR,"Apr 27, 2020",10
South Korea,KOR,"Apr 28, 2020",14
South Sudan,SSD,"Apr 6, 2020",1
South Sudan,SSD,"Apr 9, 2020",1
South Sudan,SSD,"Apr 11, 2020",1
South Sudan,SSD,"Apr 12, 2020",1
South Sudan,SSD,"Apr 25, 2020",1
South Sudan,SSD,"Apr 27, 2020",1
Spain,ESP,"Feb 1, 2020",1
Spain,ESP,"Feb 10, 2020",1
Spain,ESP,"Feb 25, 2020",1
Spain,ESP,"Feb 26, 2020",4
Spain,ESP,"Feb 27, 2020",5
Spain,ESP,"Feb 28, 2020",13
Spain,ESP,"Feb 29, 2020",9
Spain,ESP,"Mar 1, 2020",32
Spain,ESP,"Mar 2, 2020",17
Spain,ESP,"Mar 3, 2020",31
Spain,ESP,"Mar 4, 2020",37
Spain,ESP,"Mar 5, 2020",49
Spain,ESP,"Mar 6, 2020",61
Spain,ESP,"Mar 7, 2020",113
Spain,ESP,"Mar 8, 2020",56
Spain,ESP,"Mar 9, 2020",159
Spain,ESP,"Mar 10, 2020",615
Spain,ESP,"Mar 11, 2020",435
Spain,ESP,"Mar 12, 2020",501
Spain,ESP,"Mar 13, 2020",864
Spain,ESP,"Mar 14, 2020",1227
Spain,ESP,"Mar 15, 2020",1522
Spain,ESP,"Mar 16, 2020",2000
Spain,ESP,"Mar 17, 2020",1438
Spain,ESP,"Mar 18, 2020",1987
Spain,ESP,"Mar 19, 2020",2538
Spain,ESP,"Mar 20, 2020",3431
Spain,ESP,"Mar 21, 2020",2833
Spain,ESP,"Mar 22, 2020",4946
Spain,ESP,"Mar 23, 2020",3646
Spain,ESP,"Mar 24, 2020",4517
Spain,ESP,"Mar 25, 2020",6584
Spain,ESP,"Mar 26, 2020",7937
Spain,ESP,"Mar 27, 2020",8578
Spain,ESP,"Mar 28, 2020",7871
Spain,ESP,"Mar 29, 2020",8189
Spain,ESP,"Mar 30, 2020",6549
Spain,ESP,"Mar 31, 2020",6398
Spain,ESP,"Apr 1, 2020",9222
Spain,ESP,"Apr 2, 2020",7719
Spain,ESP,"Apr 3, 2020",8102
Spain,ESP,"Apr 4, 2020",7472
Spain,ESP,"Apr 5, 2020",7026
Spain,ESP,"Apr 6, 2020",6023
Spain,ESP,"Apr 7, 2020",4273
Spain,ESP,"Apr 8, 2020",5478
Spain,ESP,"Apr 9, 2020",6180
Spain,ESP,"Apr 10, 2020",5756
Spain,ESP,"Apr 11, 2020",4576
Spain,ESP,"Apr 12, 2020",4830
Spain,ESP,"Apr 13, 2020",4167
Spain,ESP,"Apr 14, 2020",3477
Spain,ESP,"Apr 15, 2020",7968
Spain,ESP,"Apr 16, 2020",4040
Spain,ESP,"Apr 17, 2020",4400
Spain,ESP,"Apr 18, 2020",4104
Spain,ESP,"Apr 19, 2020",1430
Spain,ESP,"Apr 20, 2020",2585
Spain,ESP,"Apr 21, 2020",3352
Spain,ESP,"Apr 22, 2020",2627
Spain,ESP,"Apr 23, 2020",3052
Spain,ESP,"Apr 24, 2020",2767
Spain,ESP,"Apr 25, 2020",2944
Spain,ESP,"Apr 26, 2020",1729
Spain,ESP,"Apr 27, 2020",1831
Sri Lanka,LKA,"Jan 28, 2020",1
Sri Lanka,LKA,"Mar 12, 2020",1
Sri Lanka,LKA,"Mar 13, 2020",1
Sri Lanka,LKA,"Mar 14, 2020",3
Sri Lanka,LKA,"Mar 15, 2020",5
Sri Lanka,LKA,"Mar 16, 2020",8
Sri Lanka,LKA,"Mar 17, 2020",10
Sri Lanka,LKA,"Mar 18, 2020",13
Sri Lanka,LKA,"Mar 20, 2020",11
